business_id,date,violation_type_id,risk_category,description
247,2016-05-03,103139,Low Risk,Improper food storage
247,2016-05-03,103120,Moderate Risk,Moderate risk food holding temperature
247,2016-05-03,103109,High Risk,Unclean or unsanitary food contact surfaces
247,2016-05-03,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities
251,2014-06-12,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer
251,2014-06-12,103154,Low Risk,Unclean or degraded floors walls or ceilings
251,2013-11-13,103161,Low Risk,Low risk vermin infestation
251,2013-11-13,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer
251,2013-11-13,103139,Low Risk,Improper food storage
251,2013-11-13,103142,Low Risk,Unclean nonfood contact surfaces
251,2016-06-16,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces
253,2015-02-17,103154,Low Risk,Unclean or degraded floors walls or ceilings
253,2013-11-01,103142,Low Risk,Unclean nonfood contact surfaces
253,2016-06-22,103144,Low Risk,Unapproved or unmaintained equipment or utensils
253,2016-06-22,103133,Moderate Risk,Foods not protected from contamination
256,2014-03-03,103157,Low Risk,Food safety certificate or food handler card not available
258,2016-09-22,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer
258,2016-09-22,103117,Moderate Risk,Discharge from employee nose mouth or eye
258,2016-09-22,103120,Moderate Risk,Moderate risk food holding temperature
258,2016-09-22,103129,Moderate Risk,Insufficient hot water or running water
258,2016-09-22,103139,Low Risk,Improper food storage
258,2016-09-22,103144,Low Risk,Unapproved or unmaintained equipment or utensils
258,2016-09-22,103156,Low Risk,Permit license or inspection report not posted
258,2016-09-22,103154,Low Risk,Unclean or degraded floors walls or ceilings
258,2014-10-03,103132,Moderate Risk,Improper thawing methods
258,2014-10-03,103139,Low Risk,Improper food storage
258,2015-05-28,103139,Low Risk,Improper food storage
258,2016-04-07,103139,Low Risk,Improper food storage
258,2016-04-07,103129,Moderate Risk,Insufficient hot water or running water
258,2016-04-07,103144,Low Risk,Unapproved or unmaintained equipment or utensils
258,2016-04-07,103156,Low Risk,Permit license or inspection report not posted
258,2016-04-07,103162,Low Risk,Other low risk violation
258,2013-10-17,103120,Moderate Risk,Moderate risk food holding temperature
258,2013-10-17,103157,Low Risk,Food safety certificate or food handler card not available
258,2014-04-07,103139,Low Risk,Improper food storage
258,2014-04-07,103152,Low Risk,Unclean unmaintained or improperly constructed toilet facilities
267,2016-07-21,103156,Low Risk,Permit license or inspection report not posted
267,2016-07-21,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer
267,2016-07-21,103145,Low Risk,Improper storage of equipment utensils or linens
267,2016-07-21,103132,Moderate Risk,Improper thawing methods
267,2016-07-21,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces
267,2016-07-21,103157,Low Risk,Food safety certificate or food handler card not available
267,2014-05-28,103109,High Risk,Unclean or unsanitary food contact surfaces
267,2015-07-30,103132,Moderate Risk,Improper thawing methods
267,2015-07-30,103139,Low Risk,Improper food storage
267,2015-07-30,103108,High Risk,Contaminated or adulterated food
267,2015-07-30,103145,Low Risk,Improper storage of equipment utensils or linens
267,2015-07-30,103158,Low Risk,Unpermitted food facility
267,2015-07-30,103109,High Risk,Unclean or unsanitary food contact surfaces
267,2015-07-30,103102,High Risk,Unclean hands or improper use of gloves
268,2016-07-25,103109,High Risk,Unclean or unsanitary food contact surfaces
268,2016-07-25,103152,Low Risk,Unclean unmaintained or improperly constructed toilet facilities
268,2014-08-29,103120,Moderate Risk,Moderate risk food holding temperature
268,2015-09-03,103145,Low Risk,Improper storage of equipment utensils or linens
268,2015-09-03,103133,Moderate Risk,Foods not protected from contamination
268,2014-02-24,103156,Low Risk,Permit license or inspection report not posted
272,2014-12-03,103144,Low Risk,Unapproved or unmaintained equipment or utensils
272,2014-12-03,103133,Moderate Risk,Foods not protected from contamination
272,2014-12-03,103103,High Risk,High risk food holding temperature
272,2014-12-03,103109,High Risk,Unclean or unsanitary food contact surfaces
272,2014-12-03,103116,Moderate Risk,Inadequate food safety knowledge or lack of certified food safety manager
272,2014-12-03,103131,Moderate Risk,Moderate risk vermin infestation
272,2013-11-06,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer
272,2013-11-06,103131,Moderate Risk,Moderate risk vermin infestation
272,2014-04-22,103154,Low Risk,Unclean or degraded floors walls or ceilings
272,2014-04-22,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer
272,2014-04-22,103142,Low Risk,Unclean nonfood contact surfaces
272,2014-04-22,103133,Moderate Risk,Foods not protected from contamination
272,2014-04-22,103132,Moderate Risk,Improper thawing methods
272,2016-05-17,103144,Low Risk,Unapproved or unmaintained equipment or utensils
272,2016-05-17,103154,Low Risk,Unclean or degraded floors walls or ceilings
272,2016-05-17,103114,High Risk,High risk vermin infestation
272,2016-05-17,103108,High Risk,Contaminated or adulterated food
272,2016-05-17,103132,Moderate Risk,Improper thawing methods
273,2016-09-20,103133,Moderate Risk,Foods not protected from contamination
273,2016-09-20,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer
273,2016-09-20,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities
273,2016-09-20,103120,Moderate Risk,Moderate risk food holding temperature
273,2016-09-20,103139,Low Risk,Improper food storage
273,2016-09-20,103144,Low Risk,Unapproved or unmaintained equipment or utensils
273,2016-09-20,103157,Low Risk,Food safety certificate or food handler card not available
273,2016-09-20,103150,Low Risk,Improper or defective plumbing
273,2014-08-13,103156,Low Risk,Permit license or inspection report not posted
273,2014-08-13,103143,Low Risk,Inadequate warewashing facilities or equipment
273,2014-08-13,103133,Moderate Risk,Foods not protected from contamination
273,2014-08-13,103131,Moderate Risk,Moderate risk vermin infestation
273,2014-08-13,103120,Moderate Risk,Moderate risk food holding temperature
273,2014-08-13,103112,High Risk,No hot water or running water
273,2014-08-13,103152,Low Risk,Unclean unmaintained or improperly constructed toilet facilities
273,2014-08-13,103145,Low Risk,Improper storage of equipment utensils or linens
273,2014-08-13,103154,Low Risk,Unclean or degraded floors walls or ceilings
273,2015-05-19,103147,Low Risk,Inadequate ventilation or lighting
273,2015-05-19,103142,Low Risk,Unclean nonfood contact surfaces
273,2015-05-19,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities
273,2015-05-19,103145,Low Risk,Improper storage of equipment utensils or linens
273,2015-05-19,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer
273,2015-05-26,103142,Low Risk,Unclean nonfood contact surfaces
273,2015-05-19,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces
273,2015-05-19,103133,Moderate Risk,Foods not protected from contamination
273,2013-11-18,103102,High Risk,Unclean hands or improper use of gloves
273,2013-11-18,103150,Low Risk,Improper or defective plumbing
273,2013-11-18,103147,Low Risk,Inadequate ventilation or lighting
273,2013-11-18,103142,Low Risk,Unclean nonfood contact surfaces
273,2013-11-18,103154,Low Risk,Unclean or degraded floors walls or ceilings
275,2014-10-06,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces
275,2014-10-06,103154,Low Risk,Unclean or degraded floors walls or ceilings
275,2015-10-20,103141,Low Risk,Improper food labeling or menu misrepresentation
275,2015-10-20,103154,Low Risk,Unclean or degraded floors walls or ceilings
275,2014-03-28,103154,Low Risk,Unclean or degraded floors walls or ceilings
275,2014-03-28,103145,Low Risk,Improper storage of equipment utensils or linens
276,2014-08-06,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer
279,2015-10-20,103131,Moderate Risk,Moderate risk vermin infestation
279,2015-10-20,103142,Low Risk,Unclean nonfood contact surfaces
279,2014-01-07,103154,Low Risk,Unclean or degraded floors walls or ceilings
279,2016-05-18,103161,Low Risk,Low risk vermin infestation
281,2014-09-05,103133,Moderate Risk,Foods not protected from contamination
281,2016-06-06,103133,Moderate Risk,Foods not protected from contamination
283,2015-10-01,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities
283,2015-10-01,103103,High Risk,High risk food holding temperature
283,2015-10-01,103131,Moderate Risk,Moderate risk vermin infestation
283,2015-10-01,103116,Moderate Risk,Inadequate food safety knowledge or lack of certified food safety manager
283,2015-10-01,103132,Moderate Risk,Improper thawing methods
283,2015-10-01,103133,Moderate Risk,Foods not protected from contamination
290,2014-12-10,103102,High Risk,Unclean hands or improper use of gloves
290,2014-12-10,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces
290,2014-12-10,103109,High Risk,Unclean or unsanitary food contact surfaces
290,2014-12-10,103139,Low Risk,Improper food storage
290,2014-04-09,103118,Moderate Risk,Employee eating or smoking
290,2016-06-15,103116,Moderate Risk,Inadequate food safety knowledge or lack of certified food safety manager
290,2016-06-15,103114,High Risk,High risk vermin infestation
298,2014-09-19,103154,Low Risk,Unclean or degraded floors walls or ceilings
298,2014-09-19,103133,Moderate Risk,Foods not protected from contamination
298,2015-08-28,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities
298,2015-08-28,103109,High Risk,Unclean or unsanitary food contact surfaces
298,2015-08-28,103114,High Risk,High risk vermin infestation
298,2015-08-28,103154,Low Risk,Unclean or degraded floors walls or ceilings
298,2016-04-08,103154,Low Risk,Unclean or degraded floors walls or ceilings
298,2016-04-08,103120,Moderate Risk,Moderate risk food holding temperature
298,2016-04-08,103102,High Risk,Unclean hands or improper use of gloves
298,2014-01-21,103145,Low Risk,Improper storage of equipment utensils or linens
298,2014-01-21,103142,Low Risk,Unclean nonfood contact surfaces
299,2015-03-09,103133,Moderate Risk,Foods not protected from contamination
299,2014-03-06,103120,Moderate Risk,Moderate risk food holding temperature
299,2014-03-06,103154,Low Risk,Unclean or degraded floors walls or ceilings
299,2014-03-06,103148,Low Risk,No thermometers or uncalibrated thermometers
299,2016-07-05,103133,Moderate Risk,Foods not protected from contamination
300,2014-11-26,103143,Low Risk,Inadequate warewashing facilities or equipment
300,2014-11-26,103154,Low Risk,Unclean or degraded floors walls or ceilings
300,2016-04-13,103133,Moderate Risk,Foods not protected from contamination
300,2016-04-13,103120,Moderate Risk,Moderate risk food holding temperature
300,2016-04-13,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities
300,2016-04-13,103116,Moderate Risk,Inadequate food safety knowledge or lack of certified food safety manager
300,2016-04-13,103108,High Risk,Contaminated or adulterated food
300,2016-04-13,103102,High Risk,Unclean hands or improper use of gloves
300,2016-04-13,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer
300,2014-05-07,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer
300,2014-05-07,103143,Low Risk,Inadequate warewashing facilities or equipment
302,2016-09-02,103139,Low Risk,Improper food storage
302,2016-09-02,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer
302,2016-09-02,103103,High Risk,High risk food holding temperature
302,2015-04-08,103109,High Risk,Unclean or unsanitary food contact surfaces
302,2015-04-08,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces
302,2015-04-08,103136,Low Risk,Unsanitary employee garments hair or nails
302,2015-04-08,103142,Low Risk,Unclean nonfood contact surfaces
302,2015-04-08,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer
302,2015-04-08,103157,Low Risk,Food safety certificate or food handler card not available
302,2015-04-08,103120,Moderate Risk,Moderate risk food holding temperature
302,2015-04-08,103161,Low Risk,Low risk vermin infestation
302,2015-04-08,103138,Low Risk,Improper storage use or identification of toxic substances
302,2015-04-08,103144,Low Risk,Unapproved or unmaintained equipment or utensils
302,2015-04-08,103154,Low Risk,Unclean or degraded floors walls or ceilings
302,2014-03-04,103154,Low Risk,Unclean or degraded floors walls or ceilings
302,2014-03-04,103120,Moderate Risk,Moderate risk food holding temperature
305,2014-12-04,103147,Low Risk,Inadequate ventilation or lighting
305,2014-12-05,103147,Low Risk,Inadequate ventilation or lighting
