business,address,business_certificate,business_id,city,latitude,longitude,owner_address,owner_city,owner_name,owner_state,owner_zip,phone_number,postal_code,tax_code
AT&T - CLUB BAR #1 [145086],24 WILLIE MAYS PLAZA 3.07.02,303652,3978,S.F.,37.7784,-122.391,1 INDEPENDENCE POINTE #305,GREENVILLE,VOLUME SERVICES INC,SC,29615,14155971500,94107,H86
BLOOMS SALOON,1318 18th St,135198,3987,S.F.,37.7627,-122.396,793 BEECH WOOD DR.,DALY CITY,"MISSOURI SALVAGE, INC",CA,94015,null,94107,H86
SOUTH BEACH YACHT CLUB,PIER 40,478511,4171,S.F.,37.7816,-122.388,"2000 Sierra Point Parkway, Suite 100",Brisbane,"SOUTH BEACH YACHT CLUB, INC",CA,94005,null,94107,H26
BOTTOM OF THE HILL,1233 17th St,414825,4400,S.F.,37.7651,-122.396,1233 17TH STREET,SAN FRANCISCO,BOTTOM OF THE HILL INC,CA,94107,14150204876,94107,H87
BRANNAN STREET CAFE,274 BRANNAN St,304703,4512,S.F.,37.7823,-122.391,2401 WHITMAN WAY,SAN BRUNO,"HANHAN, REMONDE; GEORGE; JUMANA AND LUTFI",CA,94066,14155546562,94107,H28
BAYSIDE MARKET,120 BRANNAN St,114128,4774,S.F.,37.7842,-122.389,1186 TOURNAMENT DR.,HILLSBOROUGH,"R.J. PESUSIC, INC.",CA,94010,14155220151,94107,H28
SOUTH BEACH CAFE,800 EMBARCADERO St,343357,4777,S.F.,37.7816,-122.388,800 THE EMBARCADERO,SAN FRANCISCO,SOUTH BEACH CAFÉ INC.,CA,94107,null,94107,H28
CANTON DIM SUM HOUSE,655 Folsom St,320342,4782,S.F.,37.7846,-122.398,933 SACRAMENTO ST.,S.F.,"CANTON DIM SUM HOUSE, INC.",CA,94108,null,94107,H25
SOUTH PARK CAFE,108 SOUTH PARK St,158228,4791,S.F.,37.7816,-122.394,511 CENTRAL AVE.,S.F.,"SOUTH PARK CAFÉ, INC.",CA,94117,null,94107,H28
VICTOR'S,210 TOWNSEND St,192087,4794,S.F.,37.7786,-122.393,210 TOWNSEND STREET,S.F.,"DAVID O. MORENO, ET. AL.",CA,94107,14155607018,94107,H28
LATTE EXPRESS,648 04th St,387369,5129,S.F.,37.7777,-122.396,1020 AVALON AVENUE,FOSTER CITY,"TAING, STEVEN Y.",CA,94404,null,94107,H29
GLOBAL GOURMET CATERING,1030 ILLINOIS St,325904,5232,S.F.,37.7589,-122.387,1254 SO. VAN NESS,S.F.,"AVATAR FOOD INTERNATIONAL, INC.",CA,94110,null,94107,H30
BETTY ZLATCHIN CATERING,1177 INDIANA St,339893,5254,S.F.,37.7555,-122.391,1342 MASONIC,S.F.,"BETTY ZLATCHIN CATERING, LLC",CA,94117,null,94107,H30
24 HOUR FITNESS CENTER,1645 BRYANT St,149132,6426,S.F.,37.7663,-122.411,5020 FRANKLIN DRIVE,PLEASANTON,"FITNESS HOLDINGS, INC.",CA,94588,14155434188,94107,H01
M & W MARKET,1800 23rd St,936720,6520,S.F.,37.7549,-122.398,1800  23RD ST,S.F.,"NASSER, MOHAMAD",CA,94107,null,94107,H03
POTRERO TERRACE MARKET,990 WISCONSIN St,142920,6521,S.F.,37.7549,-122.399,990 WISCONSIN STREET,S.F.,"WOO, FONG & EDMUND & MARY",CA,94107,null,94107,H07
RENO'S LIQUOR,728 22nd St,416476,6607,S.F.,37.758,-122.389,1 Madrone Way,Pacifica,"SHOUMAN, GADAH & Dames",CA,94044,null,94107,H03
NEW POTRERO MARKET,1301 18th St,439327,6671,S.F.,37.7626,-122.396,3280 DUBLIN DR.,SO.S.F.,"HAN HAN, ELIAS K.",CA,94080,null,94107,H03
BOW-K LIQUORS,700 04th St,128803,6914,S.F.,37.7771,-122.395,68 6TH AVENUE,S.F.,"SOUZA, HAROLD",CA,94118,null,94107,H03
MOSCONE SHELL,300 05th St,138907,7138,S.F.,37.7802,-122.403,4298  MISSION St,S.F.,"WONG, WILL Y.",CA,94112,null,94107,H01
ALL STATES BEST FOODS,1607 20th St,428067,7366,S.F.,37.7599,-122.398,141 Gladstone Dr.,S.F.,"GHANMA, KHALED",CA,94112,null,94107,H07
KANSAS FOOD MARKET,2250 23rd St,121610,7433,S.F.,37.7546,-122.402,335 Cambridge St.,S.F.,"NASSER, AHMAD",CA,94134,null,94107,H03
BRYANT SHELL #4,598 BRYANT St,911437,7608,S.F.,37.7798,-122.398,598 Bryant Street,San Francisco,AMSIA MGT. CORP.,CA,94107,null,94107,H07
JOLT N' BOLT,2325 03rd St 100,305525,7857,S.F.,37.7599,-122.388,2325 3RD ST #100,SAN FRANCISCO,JOLT N BOLT BAKERY & CAFE INC,CA,94107,null,94107,H24
COSTCO WHOLESALE,450 10th St,924888,7997,S.F.,37.7709,-122.411,450 10TH ST,S.F.,COSTCO WHOLESALE CORP,CA,94103,null,94107,H26
MEXICO AU PARC,24 SOUTH PARK STREET,370461,9156,SAN FRANCISCO,37.7822,-122.393,355 BUENA VISTA AVE.,SAN FRANCISCO,MEXICO AU PARK INC.,CA,94117,null,94107,H25
Whole Foods Market,399 04th St,955047,9948,S.F.,37.7809,-122.4,P.O. Box 684786,Austin,"WHOLE FOODS MARKET CALIFORNIA, INC.",TX,78768,null,94107,H83
AMICI'S EAST COAST PIZZERIA,216 KING STREET,928584,10127,S.F.,37.7778,-122.392,69 E. THIRD AVE.,SAN MATEO,"AMICI'S EAST COAST PIZZERIA, INC.",CA,94401,null,94107,H26
THE GLAS KAT,520 04th St,315323,11594,S.F.,37.7792,-122.398,2414 LOMBARD ST.,S.F.,"NU CONCEPTS MANAGEMENT GROUP, INC.",CA,94123,null,94107,H26
"LESLIE A. HENNESSY, INC.",545 02nd St,112731,13218,S.F.,37.7825,-122.393,545 2nd St.,San Francisco,LESLIE A. HENNESSY INC.,CA,94107,null,94107,H07
SAFEWAY #2606,298 KING STREET,24669,13428,S.F.,37.7765,-122.394,PO BOX 29096 MS#6516,PHOENIX,"SAFEWAY, INC.",AZ,85038-9096,null,94107,H81
AFC SUSHI @SAFEWAY 2606,298 KING STREET,467295,13671,S.F.,37.7765,-122.394,19205 S. Laurel Park Rd.,Rancho Dominguez,AFC Franchise Corp.,CA,90220,null,94107,H28
SUBWAY #30196,700 04th St,443129,14071,S.F.,37.7769,-122.395,700 4TH ST STE 111,SAN FRANCISCO,SUBWAY AT 4TH & KING INC,CA,94107,null,94107,H29
Neill's Grocery & Liquor,521 03rd St,379766,16673,SF,37.7811,-122.395,521 3rd Street,SF,"Neill's Grocery & Liquor, Inc.",CA,94107,null,94107,H03
Tres Agaves,130 Townsend St,395383,17570,SF,37.7801,-122.391,130 Townsend St.,SF,"Tres Agaves, LLC",CA,94107,null,94107,H26
Jack's Market,471 03rd St,391101,18462,S.F.,37.7816,-122.396,471 3rd Street,SF,Jack's Market Inc.,CA,94107,14150297778,94107,H07
Nama Sushi,227 King St,438893,19041,SF,37.7774,-122.392,227 KING STREET,SAN FRANCISCO,NAMA JAPANESE CUISINE-SF INC,CA,94107,14155492007,94107,H25
Hazel's Kitchen,1319 18th St,392670,20291,SF,37.7626,-122.396,264 MISSOURI St.,S.F.,"GOLDBERG, LESLIE",CA,94107,null,94107,H28
Pazzia Restaurant,337 03rd St,383426,21143,S.F.,37.7833,-122.398,337 3rd Street,SF,"Pazzia, Inc.",CA,94107,null,94107,H24
Chiotras Grocery,858 RHODE ISLAND St,401324,22671,S.F.,37.7589,-122.402,858 Rhode Island St.,SF,"Bullard, Elizabeth",CA,94107,null,94107,H07
Yield,2490 03rd St,398138,23557,SF,37.7581,-122.389,2490 3rd St.,SF,Morena Wine LLC,CA,94107,null,94107,H87
District,216 Townsend St,399804,24534,SF,37.7785,-122.393,216 Townsend St.,SF,Thirty 8 North LLC   John D'Angelica,CA,94107,null,94107,H26
The New Spot Inc.,632 20th St,445659,24978,S.F.,37.7605,-122.388,632 20th Street,SF,"Julia Rivera, Gilberth Cab",CA,94107,14155421350,94107,H24
The Sandwich Shop,635 19th St,402498,28828,S.F.,37.7617,-122.389,635 19th Street,SF,Hye Hwa Cho,CA,94107,null,94107,H28
Phil'z Coffee,201 Berry St,415140,33709,San Francisco,37.7755,-122.394,1258 Minnesota Street,San Francisco,"Philz Coffee, Inc",CA,94107,null,94107,H24
Thee Parkside,1600 17th St,413316,33851,San Francisco,37.765,-122.4,1600-17th St,San Francisco,"Jack of Hearts, LLC   Malia Spanyol",CA,94107,14155251330,94107,H25
California Spirit,Pier 40 Embarcadero,417541,34332,San Francisco,37.7579,-122.394,"2000 Sierra Point Pkwy, Suite 100",Brisbane,Yacht Connections International,CA,94005,14155407274,94107,H24
Pete's Tavern,128 KING STREET,418368,34728,San Francisco,37.7793,-122.391,760 02nd Street,San Francisco,Golden Bear Restaurant Company II,CA,94107,null,94107,H26
Left Coast Catering and Cafe,2152 03rd St,404641,35503,San Francisco,37.7624,-122.389,2152 3rd Street,SF,Laurine Wickett,CA,94107,null,94107,H30
Starbucks,1700 Owens Street,911744,35790,SF,37.7677,-122.394,"Starbucks License Services, P.O. Box 34442 - Tax 2",Seattle,Starbucks,WA,98124,null,94107,H25
Umi,1328 18th St,397001,35812,S.F.,37.7627,-122.396,1328 18th Street,San Francisco,Skip Jack Sushi Inc,CA,94107,null,94107,H24
Lava Restaurant & Lounge,527 BRYANT St,425287,35855,S.F.,37.7807,-122.397,660 4th St. #328,SF,The Great 8 Group,CA,94107,null,94107,H25
Peet's Coffee & Tea,370 04th St,196325,37688,SF,37.7811,-122.4,1400 Park Ave.,Emeryville,"Peet's Coffee & Tea  Pat O'Dea, President",CA,94608,null,94107,H25
Epicenter Cafe LLC,764 Harrison St,427763,38091,SF,37.7814,-122.399,764 Harrison St.,SF,Epicenter Café LLC,CA,94107,14155545436,94107,H25
Zare At Fly Trap,606 FOLSOM St,431148,38479,S.F.,37.7854,-122.397,606 Folsom Street,SF,Fly Trap Zare LLC,CA,94107,null,94107,H26
Chili Lemon Garlic,518 Bryant St,449644,38564,San Francisco,37.7809,-122.396,518 Bryant St.,Sf,"Chili Lemon Garlic, LLC",CA,94107,null,94107,H24
Third & Townsend Corner Store,699 03rd St,431334,38898,S.F.,37.7789,-122.393,43 Vallejo Dr.,Millbrae,"Chun, Yoohwan & Chun, Yooja",CA,94030,null,94107,H03
Darwin Cafe,212 Ritch St,450037,39528,SF,37.7806,-122.396,212 RITCH ST.,SAN FRANCISCO,DARWIN CAFÉ LLC,CA,94107,null,94107,H24
Tsunami Mission Bay,301 King St,426641,40227,SF,37.7758,-122.394,1300 Fulton Street,SF,South Beach Lounge Inc.,CA,94117,null,94107,H25
Goat Hill Pizza,171 Stillman St,104709,58574,San Francisco,37.7805,-122.398,171 Stillman St,San Francisco,Goat Hill Inc   Philip DeAndrade,CA,94107,null,94107,H24
San Francisco Tennis Club,645 05th St,438246,58745,S.F.,37.7761,-122.398,645 05th Street,SF,"WAC SFTC Holding, LLC",CA,94107,null,94107,H28
The Butler & The Chef Bistro,155A SOUTH PARK St,440466,58945,S.F.,37.7809,-122.394,155A South Park Ave.,SF,Green Bistro LLC,CA,94107,null,94107,H25
Sunflower Potrero Hill,288 CONNECTICUT St,308034,60331,S.F.,37.7626,-122.398,2721 Hyde Street,Sf,Grandeho's Inc.,Ca,94109,null,94107,H25
HRD Coffee Shop Inc.,521 03rd St A,441146,61324,S.F.,37.7811,-122.395,521 3rd Street #A,SF,HRD Coffee Shop Inc.,CA,94107,null,94107,H25
Ozone Thai Restaurant and Lounge,598 02nd St,442050,61436,S.F.,37.7819,-122.392,598 2nd Street,Sf,Ozone Thai Restaurant and Lounge Inc.,CA,94107,null,94107,H25
Pera,1457 18th St,443140,61460,S.F.,37.7625,-122.397,1457 18th Street,SF,Babylon Restaurants LLC,CA,94107,null,94107,H24
Ruchi,474 03rd St,443702,61471,S.F.,37.7815,-122.396,12 Cragmont Ct.,Pacifica,Chinmaye Kakuturu,CA,94044,null,94107,H24
Dartealing Lounge,470 03rd St  #101B,385354,61563,SF,37.7816,-122.396,"470 3rd St., #101B",SF,"TN2, Inc.",CA,84107,null,94107,H25
The American Grilled Cheese,1 South Park  Suite 103A,439752,61612,San Francisco,37.7823,-122.393,1355 Oak St.,San Francisco,Project Cheese LLC,CA,94117,null,94107,H24
What's Up Dog! Folsom Street,699 Folsom St,451014,61923,SF,37.7838,-122.399,2906 Yorba Street,SF,Nicholas Louie,CA,94116,null,94107,H24
Osha Thai Restaurant & Lounge,311 03rd St,384547,61989,S.F.,37.7837,-122.399,"301 Main Street, Unit 18A",San Francisco,New Osha Thai Inc,CA,94105,14155896742,94107,H26
Mr. and Mrs. Miscellaneous,699 22nd St,445864,62251,SF,37.7579,-122.388,699 Mississippi Street #101,SF,Annabelle Topacio,CA,94107,null,94107,H24
Papito,317 Connecticut St,456280,62631,SF,37.7623,-122.397,317 Connecticut St.,SF,La Esquina LLC,CA,94107,null,94107,H24
SF Third Street Shell,551 03rd St,448235,62779,SF,37.7807,-122.395,41805 Albrae Street,Fremont,"Au Energy, LLC",CA,94538,null,94107,H07
Potrero Shell,2890 03rd St,448325,62780,SF,37.753,-122.388,41805 Albrae Street,Fremont,"Au Energy, LLC",CA,94538,null,94107,H07
Poquito,2368 03rd St,451991,62888,S.F.,37.7596,-122.389,2368 3rd Street,Sf,"Tacos N' Tequila, LLC",CA,94107,null,94107,H25
Alexander's Steakhouse,448 BRANNAN St,450593,63191,S.F.,37.7792,-122.396,448 Brannan St.,SF,James JC Chen,CA,94107,null,94107,H26
Zesty Restaurant,850 FOLSOM St,344151,63208,S.F.,37.7811,-122.402,850 Folsom Street,SF,Triple Crown Inc.,CA,94107,null,94107,H26
Plow,1299 18th St,451789,63304,SF,37.7626,-122.396,1299 18th Street,SF,"Plow, LLC",CA,94107,null,94107,H24
Dave's Food Store,1601 20th St,452611,63864,S.F.,37.7599,-122.397,1601 20th Street,SF,Isam Darwish,CA,94107,null,94107,H07
The Culinary Edge,75 Oak Grove St,357448,64157,SF,37.7773,-122.402,75 Oak Grove St.,SF,The Culinary Edge,CA,94107,null,94107,H30
Dogpatch Cafe,2295 03rd St,452683,64242,SF,37.7606,-122.388,2295 3rd Street,SF,Dogpatch Café LLC,CA,94107,null,94107,H25
Twenty Five Lusk,25 Lusk St,452857,64384,SF,37.7784,-122.394,25 Lusk Street,SF,"Bourdolan 25 Lusk, LLC",CA,94107,null,94107,H26
Basic,510 BRANNAN St,446069,64741,S.F.,37.7781,-122.397,510 Brannan St.,SF,"Three Nine Entertainment, Inc.",CA,94107,null,94107,H86
Piccino,1001 Minnesota St,394578,65241,SF,37.7578,-122.39,1001 Minnesota St.,SF,Early Girls LLC,CA,94107,null,94107,H25
Subway#51109,170 King St #131,457591,65754,SF,37.7787,-122.391,119 Penhurst Ct.,Daly City,Sardool Samra,CA,94015,null,94107,H24
Alfred Schilling Catering,1661 Tennessee St Suite 3B,445593,66198,null,37.7507,-122.388,"555 John Muir Dr., B608",SF,Alfred D. Schilling,CA,94132,null,94107,H30
Java House LLC,PIER 40,456570,66522,S.F.,null,null,Pier 40,SF,Java House LLC  Maria Moustakis,CA,94107,null,94107,H24
Kara's Cupcakes,2565 03rd St #334,402542,66583,SF,37.7571,-122.388,3249 Scott Street,SF,Kara's Cupcakes Inc.,CA,94123,null,94107,H33
Palio Cafe,2565 03rd St Ste. 307,381957,66902,SF,37.7571,-122.388,505 Montgomery St.,SF,"Paninoteca, Inc.   Bettie Scodel",CA,94111,null,94107,H30
Deli Board,1058 Folsom St,484819,66925,San Francisco,37.7775,-122.407,1080 Howard St.,SF,Deli Board LLC,CA,94103,null,94107,H26
Zcrepes,1700 Owens Street,458394,67160,SF,37.7677,-122.394,80 Miraflores Ave.,San Rafael,Zcaffeinated Inc.,CA,94901,null,94107,H24
La Jefa,445 Bayshore Blvd,470392,67237,SF,37.7499,-122.406,574 3rd St. #205,SF,Mario Delgado,CA,94107,null,94107,H79
S & S Brand,701 02nd St,462846,67591,SF,37.7751,-122.468,"2 Townsend Street, #2-603",SF,"SOS Spice Co., Inc.",CA,94107,null,94107,H74
Esposto's Deli,1700 Owens St,464674,67615,SF,37.7677,-122.394,"360 Shaw Rd., #C",South San Francisco,Esposto's - SF LLC,CA,94080,null,94107,H26
Recchiuti Confections,807 22nd St,362327,67661,SF,37.7578,-122.389,"2565 3rd Street, Suite 225",San Francisco,Confections by Michael Recchiuti LLC,CA,94107,null,94107,H03
Recchiuti Chocolate Lab,801 22nd St,362327,67864,SF,null,null,"2565 3rd Street, Suite 225",San Francisco,Confections by Michael Recchiuti LLC,CA,94107,null,94107,H24
Dogpatch Wineworks,2455 03rd St,464519,67937,SF,37.7586,-122.388,2455 3rd St.,SF,Dogpatch Wineworks,CA,94107,null,94107,H03
Focaccia Market Bakery,185 BERRY St #1430,455335,68037,S.F.,37.776,-122.393,"182 Howard St, #403",SF,"Focaccia Market Bakery, Inc.",CA,94105,null,94107,H26
Gilberth's Rottiserie & Grill,2427 03rd St,464780,68105,SF,37.7589,-122.388,632 20th St.,Sf,Julia Posada,CA,94107,null,94107,H25
Cento 330 Ritch Street,372 Ritch St,302119,68146,SF,37.7787,-122.394,572 3rd Ave.,SF,John Quintos,CA,94118,null,94107,H24
SF Soup Co.,185 Berry St,358709,68226,SF,37.776,-122.393,451 6th St.,SF,Steve Sarver,CA,94103,null,94107,H79
Lucky Strike San Francisco LLC,200 King St,466116,68362,SF,37.7782,-122.392,15260 VENTURA BLVD. #1110,SHERMAN OAKS,FOSTERS CREATIVE ENTERTAINMENT CNCP,CA,91403,null,94107,H26
Ganim's Market,1135 18th St,465643,68407,S.F.,37.7627,-122.394,95 Exeter St.,SF,ICAM Group,CA,94124,null,94107,H24
Bon Appetit @ Adobe,601 TOWNSEND STREET,168329,68431,S.F.,37.7717,-122.402,"100 Hamilton Avenue, Suite 400",Palo Alto,Bon Appetit Management Company,CA,94301,null,94107,H26
Ruby Wine,1419 18th St,466571,68596,S.F.,37.7625,-122.397,1419 18th St.,SF,Aran Healy,CA,94107,null,94107,H03
Tres Truck,130 Townsend St,395383,68649,SF,37.7801,-122.391,1880 PLEASANT VALLEY AVE,OAKLAND,TRES AGAVES LLC,CA,94611,null,94107,H79
La Briciola  Restaurant,489 03rd St,468945,68753,S.F.,37.7815,-122.396,489 3rd St.,SF,"Sapienza and Toschi, Inc.",CA,94107,null,94107,H26
Small Foods,522 02nd St,449979,68813,SF,37.7828,-122.393,522 2nd St.,SF,Simply Smart Foods LP,CA,94107,null,94107,H07
Farley's,1315 18th St,459557,68814,S.F.,37.7637,-122.466,33 Grand Ave.,Oakland,"Grace Skye, LLC",CA,94612,null,94107,H24
Harvey's Place,330 05th St,466417,68824,S.F.,37.7798,-122.403,330 5th St.,San Francisco,Anum Malik,CA,94107,null,94107,H07
AT&T PARK - NEW DERBY GRILL,24 Willie Mays Plaza,303652,69044,null,null,null,201 East Broad Street,Spartanburg,"Volume Services America, Inc.",South Carolina,29306,null,94107,H36
AT&T PARK - NEW VENDING ROOM,24 Willie Mays Plaza,303652,69045,null,null,null,201 East Broad Street,Spartanburg,"Volume Services America, Inc.",South Carolina,29306,null,94107,H36
AT&T PARK - WINE CART,24 Willie Mays Plaza,303652,69047,null,null,null,201 East Broad Street,Spartanburg,Volume Services America. Inc.,South Carolina,29306,null,94107,H36
AT&T PARK - 1ST BASE CARVERY,24 Willie Mays Plaza,303652,69048,null,null,null,201 East Broad Street,Spartanburg,"Volume Services America, Inc.",South Carolina,29306,null,94107,H36
AT&T PARK - ANCHOR PLAZA,24 Willie Mays Plaza,303652,69049,null,null,null,201 East Broad Street,Spartanburg,"Volume Services America, Inc.",South Carolina,29036,null,94107,H36
AT&T PARK - P6 DRAFT CART,24 Willie Mays Plaza,303652,69051,null,null,null,201 East Broad Street,Spartanburg,"Volume Services America, Inc.",South Carolina,29306,null,94107,H36
AT&T PARK - 134 HOT CORNER BAR,24 Willie Mays Plaza,303652,69053,null,null,null,201 East Broad Street,Spartanburg,"Volume Services America, Inc.",South Carolina,29306,14155971500,94107,H36
Ghirardelli Chocolate - Main Concourse Level,24 Willie Mays Plaza,10850,69135,null,null,null,1111 139th Avenue,San Leandro,"Ghirardelli Chocolate Company / Martin Thompson, CEO",CA,94578,null,94107,H36
Mission Rock Resort,817 TERRY FRANCOIS Blvd,466881,69147,S.F.,null,null,760 2nd Street,San Francisco,"Golden Bear Restaurant Company III, LLC / Peter W. Osborne",CA,94107,null,94107,H26
Polo Grounds Pub & Grill,747 03rd St,394889,69152,S.F.,null,null,747 3rd Street,San Francisco,"O'Neill's Irish Pub SF, LLC / Kevin Kynoch, Doug Sinclair",CA,94107,null,94107,H25
"Premier Catering & Events, Inc.",1255 22nd St,362812,69186,S.F.,null,null,298 Magellan Ave.,SF,"Premier Catering & Events, Inc.",CA,94116,14155530288,94107,H30
Poco Dolce Confections Inc.,2419 03rd St,455419,69187,SF,37.759,-122.388,1020 Illinois St.,SF,"Poco Dolce Confections, Inc.",CA,94107,null,94107,H03
Jamber,858 Folsom St,465624,69244,SF,37.781,-122.403,220 Francisco St.,SF,"Jamber, LLC",CA,94133,null,94107,H26
Patisserie Philippe,2565 03rd St #323,465485,69279,SF,37.7571,-122.388,"200 Townsend St., Unit 40",SF,Patisserie Philippe LLC,CA,94107,null,94107,H30
Front Cafe LLC,150 Mississippi St,470465,69574,null,37.7646,-122.395,150 Mississippi St.,SF,Front Café LLC   Randall Stowell,CA,94107,null,94107,H24
Pinkberry,170 O'Farrell St,470681,69621,null,37.7865,-122.408,10359 Rochester Avenue,Los Angeles,"Watershed PB, Inc. / Elliot Mahn",CA,90024,null,94107,H24
Linda's Catering,290 Townsend St,470527,69945,SF,null,null,3623 Kirkham St.,SF,Hong Yan Fang-Li,CA,94122,null,94107,H79
Rice Paddy,850 Folsom St,472279,70143,SF,null,null,1461 Pacific Ave.,SF,Marie Tran,CA,94109,null,94107,H74
Baan/Alchemist,685 03rd St,472585,70306,SF,null,null,685 3rd St.,SF,Prana Venture Group,CA,94107,null,94107,H26
Garaje,475 03rd St,444489,70459,S.F.,37.7816,-122.396,1357 Terra Nova Blvd.,Pacifica,Bistronomics LLC,CA,94044,null,94107,H25
Cafe Du Soleil,345 03rd St,355945,70797,SF,null,null,P.O. Box 307,Millbrae,Mehrdad-Ramezanbeigi,CA,94030,null,94107,H24
La Fromagerie,2425 03rd St,301143,70939,null,null,null,2425 3rd St.,SF,Bouvet USA,CA,94107,14155865002,94107,H07
Saison,178 Townsend St,442686,70949,SF,null,null,178 Townsend St.,SF,Saison Dining Group LLC,CA,94107,null,94107,H26
The Iron Cactus,683 04th St,469766,71056,SF,37.7774,-122.395,350 Townsend St. #324,SF,Dangan Investments Inc.,CA,94107,null,94107,H26
The Creamery,685 04th St,469621,71057,SF,37.7774,-122.395,"350 Townsend Street, #324",SF,Bushypark Investments Inc.,CA,94107,null,94107,H26
Chrome Coffee Bar,580 04th St,474837,71081,null,null,null,372 Ritch St,Sf,Café Lambretta LLC,CA,94107,14155267581,94107,H78
The Slider Shack #2,428 11th St,467565,72129,null,null,null,5919 Avoca Avenue,Oakland,Slider Shack LLC,CA,94611,null,94107,H79
Wolfes Lunch,1220 16th St,478809,72176,null,null,null,1777 Pine St #306,San Francisco,"Ji Young Shim, Doo Sun kwon",CA,94109,null,94107,H25
Tacos El Flaco,2901 03rd St,100343,74065,null,null,null,"680 Florida St., Apt. #117",Sf,Jose E Ortiz,CA,94110,14155426731,94107,H79
Foxtail Catering & Events,2565 03rd St Unit#310,440731,74245,null,null,null,"2565 3rd Street, Suit 310",SF,The Fire Society LLC,CA,94107,null,94107,H30
Nosh This,2325 03rd St #326,456081,74246,null,null,null,"2325 3rd St., #326",SF,Kai Kronfield,CA,94107,null,94107,H21
AT&T PARK - DRAFT CART (P 8),24 Willie Mays Plaza,303652,74317,null,null,null,1 Independence Point,Greenville,"Volume Services, Inc./Centerplate",SC,29615,null,94107,H36
AT&T PARK - CLUB LEMONADE,24 Willie Mays Plaza,303652,74326,null,null,null,1 Independence Point,Greenville,"Volume Services, Inc./Centerplate",SC,29615,null,94107,H36
AT&T PARK - WINE BAR/VINTAGE '58,24 Willie Mays Plaza,303652,74327,null,null,null,1 Independence Point,Greenville,"Volume Services, Inc./Centerplate",SC,29615,null,94107,H36
AT&T PARK - MARGARITA CART (P 10),24 Willie Mays Plaza,303652,74328,null,null,null,1 Independence Point,Greenville,"Volume Services, Inc./Centerplate",SC,29615,null,94107,H36
AT&T PARK - BEER CART (P 2),24 Willie Mays Plaza,303652,74332,null,null,null,1 Independence Point,Greenville,"Volume Services, Inc./Centerplate",SC,29615,null,94107,H36
AT&T PARK - CERVEZAS CART (V 2),24 Willie Mays Plaza,303652,74333,null,null,null,1 Independence Point,Greenville,"Volume Services, Inc./Centerplate",SC,29615,null,94107,H36
AT&T PARK - BABY BULL (P 10),24 Willie Mays Plaza,303652,74336,null,null,null,1 Independence Point,Greenville,"Volume Services, Inc./Centerplate",SC,29615,null,94107,H36
Guckenheimer at Fibrogen,409 Illinois St,477404,74509,null,null,null,"3 Lagoon Dr., #325",Redwood Shores,"Guckenheimer Services, LLC",CA,94065,null,94107,H26
Ghirardelli Chocolate,24 Wiilie Mays Pl #120,10850,74760,null,null,null,1111 134th Avenue,San Leandro,"Ghirardelli Chocolate Co. / Yuo Smit, Martin Hug",CA,94578,null,94107,H36
Kitchen on the Hill,630 Rhode Island,426225,74974,SF,null,null,630 Rhode Island Street,SF,Lani Boucher,CA,94107,null,94107,H99
The Plant Cafe Organic,958 Illinois St,389602,75223,SF,null,null,"Pier 3 on the Embarcadero, suite 108",SF,Lettus LLC,CA,94111,null,94107,H30
Dogpatch Saloon,2496 03rd St,472430,75356,SF,null,null,2496 03rd St.,SF,"Dogpatch Saloon, LLC",CA,94107,null,94107,H86
Victory Hall And Parlor,360 Ritch St,485515,75406,San Francisco,null,null,360 Ritch St,San Francisco,Ram & Pig Productions LLC,CA,94107,null,94107,H26
Merigan Sub Shop,636 02nd St,483733,75409,null,null,null,2009 Fulton St,San Francisco,"Regno Limone, LLC",CA,94117,null,94107,H25
